Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2661,Francesco Zampano,it ITA,DF,Venezia,it Serie A,31.0,1993,20,16,1543,17.1,1,2,3,1,0,0,5,0,1.0,1.0,0.8,1.8,42,38,78,0.17,0.10,2661,it ITA,DF,it Serie A,31-140,1993,17.1,1,7,4,57.1,0.41,0.23,0.14,0.25,16.1,0,0,0,1.0,1.0,0.14,0.0,0.0,2661,it ITA,DF,it Serie A,31-140,1993,17.1,387,529,73.2,6340,2008,2,0.8,0.7,+1.2,12,25,15,5,38,2661,it ITA,DF,it Serie A,31-140,1993,17.1,529,471,58,3,0,5,47,54,1,0,0,0,387,0,23,2661,it ITA,DF,it Serie A,31-140,1993,17.1,24,1.40,20,0,1,1,2,0,3,0.17,2661,it ITA,DF,it Serie A,31-140,1993,17.1,29,20,18,9,2,28,50.0,14,19,0,19,6,35,27,2,2661,it ITA,DF,it Serie A,31-140,1993,17.1,678,39,196,276,214,24,678,25,7,28.0,15,60.0,397,2685,1390,42,21,9,26,17,411,78,3294,it ITA,DF,it Serie A,31-140,1993,20,1543,77,71.4,17.1,16,88,10,4,36,2,0.75,15,27,-12,-0.70,+0.03,16.0,26.7,-10.7,-0.63,2661,it ITA,DF,it Serie A,31-140,1993,17.1,5,0,0,21,19,5,47,6,20,0,0,0,74,9,17,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,Nicolò Zaniolo,it ITA,FW,Fiorentina,it Serie A,25.0,1999,2,1,78,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,4,0.00,0.23,2662,it ITA,FW,it Serie A,25-230,1999,0.9,0,3,1,33.3,3.46,1.15,0.00,0.00,24.5,1,0,0,0.2,0.2,0.05,-0.2,-0.2,2662,it ITA,FW,it Serie A,25-230,1999,0.9,11,15,73.3,174,56,0,0.0,0.0,0.0,1,1,0,0,1,2662,it ITA,FW,it Serie A,25-230,1999,0.9,15,15,0,0,0,1,2,0,0,0,0,0,11,0,0,2662,it ITA,FW,it Serie A,25-230,1999,0.9,2,2.31,1,0,0,0,1,0,0,0.00,2662,it ITA,FW,it Serie A,25-230,1999,0.9,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,2662,it ITA,FW,it Serie A,25-230,1999,0.9,27,1,6,9,13,2,27,2,0,0.0,2,100.0,18,140,81,2,2,0,4,1,23,4,3296,it ITA,FW,it Serie A,25-230,1999,2,78,39,3.5,0.9,1,54,0,1,24,0,0.00,0,1,-1,-1.15,-1.86,0.3,0.9,-0.6,-0.72,2662,it ITA,FW,it Serie A,25-230,1999,0.9,0,0,0,3,4,0,2,0,0,0,0,0,2,0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,Nicolò Zaniolo,it ITA,"FW,MF",Atalanta,it Serie A,25.0,1999,14,0,356,4.0,2,2,4,2,0,0,4,0,0.9,0.9,0.5,1.5,7,13,33,1.01,0.37,2663,it ITA,"FW,MF",it Serie A,25-230,1999,4.0,2,11,4,36.4,2.78,1.01,0.18,0.50,15.1,0,0,0,0.9,0.9,0.08,+1.1,+1.1,2663,it ITA,"FW,MF",it Serie A,25-230,1999,4.0,85,102,83.3,1138,252,2,0.5,0.6,+1.5,7,5,5,0,13,2663,it ITA,"FW,MF",it Serie A,25-230,1999,4.0,102,97,5,2,1,0,4,0,0,0,0,0,85,0,1,2663,it ITA,"FW,MF",it Serie A,25-230,1999,4.0,15,3.79,10,0,1,2,2,0,3,0.76,2663,it ITA,"FW,MF",it Serie A,25-230,1999,4.0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,2663,it ITA,"FW,MF",it Serie A,25-230,1999,4.0,153,0,3,62,90,25,153,16,6,37.5,7,43.8,118,584,237,7,6,5,18,14,147,33,3297,it ITA,"FW,MF",it Serie A,25-230,1999,14,356,25,15.8,4.0,0,,0,14,25,6,2.00,12,3,+9,+2.28,+1.37,8.5,3.6,+4.9,+1.25,2663,it ITA,"FW,MF",it Serie A,25-230,1999,4.0,4,0,0,9,17,0,4,1,0,0,0,0,11,4,5,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,Alessandro Zanoli,it ITA,"FW,DF",Genoa,it Serie A,24.0,2000,20,13,1179,13.1,0,0,0,0,0,0,2,0,0.3,0.3,1.2,1.5,47,19,67,0.00,0.11,2664,it ITA,"FW,DF",it Serie A,24-137,2000,13.1,0,8,1,12.5,0.61,0.08,0.00,0.00,20.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,2664,it ITA,"FW,DF",it Serie A,24-137,2000,13.1,231,338,68.3,3806,1182,0,1.2,0.9,-1.2,15,8,18,12,19,2664,it ITA,"FW,DF",it Serie A,24-137,2000,13.1,338,311,27,0,1,1,46,27,0,0,0,0,231,0,12,2664,it ITA,"FW,DF",it Serie A,24-137,2000,13.1,25,1.91,19,2,2,1,1,0,0,0.00,2664,it ITA,"FW,DF",it Serie A,24-137,2000,13.1,23,16,9,12,2,16,56.3,7,10,2,8,8,31,29,0,2664,it ITA,"FW,DF",it Serie A,24-137,2000,13.1,480,25,119,192,176,28,480,38,15,39.5,21,55.3,237,2254,1243,47,33,16,24,5,296,67,3298,it ITA,"FW,DF",it Serie A,24-137,2000,20,1179,59,54.6,13.1,13,78,3,7,24,1,1.15,14,16,-2,-0.15,+0.67,11.1,17.5,-6.4,-0.49,2664,it ITA,"FW,DF",it Serie A,24-137,2000,13.1,2,0,0,14,12,1,46,8,16,0,0,0,40,15,8,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,Duván Zapata,co COL,FW,Torino,it Serie A,33.0,1991,7,7,587,6.5,3,0,3,3,0,0,1,0,3.4,3.4,0.5,3.9,6,7,36,0.46,0.59,2665,co COL,FW,it Serie A,33-322,1991,6.5,3,21,8,38.1,3.22,1.23,0.14,0.38,11.6,0,0,0,3.4,3.4,0.16,-0.4,-0.4,2665,co COL,FW,it Serie A,33-322,1991,6.5,87,126,69.0,1223,191,0,0.5,0.5,-0.5,9,4,4,1,7,2665,co COL,FW,it Serie A,33-322,1991,6.5,126,114,10,1,0,0,3,0,0,0,0,0,87,2,3,2665,co COL,FW,it Serie A,33-322,1991,6.5,20,3.07,14,0,1,3,1,1,1,0.15,2665,co COL,FW,it Serie A,33-322,1991,6.5,7,5,2,0,5,3,0.0,3,2,1,1,2,9,7,0,2665,co COL,FW,it Serie A,33-322,1991,6.5,192,11,25,72,96,39,192,9,1,11.1,7,77.8,104,470,207,6,4,4,9,8,141,36,3299,co COL,FW,it Serie A,33-322,1991,7,587,84,26.1,6.5,7,84,4,0,,0,1.57,11,9,+2,+0.31,+0.63,8.5,11.0,-2.4,-0.37,2665,co COL,FW,it Serie A,33-322,1991,6.5,1,0,0,10,8,2,3,2,5,0,0,0,15,20,28,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Gabriele Zappa,it ITA,DF,Cagliari,it Serie A,25.0,1999,25,25,2189,24.3,2,0,2,2,0,0,3,0,0.8,0.8,2.9,3.7,43,106,52,0.08,0.15,2666,it ITA,DF,it Serie A,25-057,1999,24.3,2,10,4,40.0,0.41,0.16,0.20,0.50,15.9,0,0,0,0.8,0.8,0.08,+1.2,+1.2,2666,it ITA,DF,it Serie A,25-057,1999,24.3,977,1246,78.4,16554,7989,0,2.9,2.9,-2.9,21,97,20,12,106,2666,it ITA,DF,it Serie A,25-057,1999,24.3,1246,1049,188,19,0,8,48,169,0,0,0,0,977,9,32,2666,it ITA,DF,it Serie A,25-057,1999,24.3,45,1.85,41,1,0,3,0,0,1,0.04,2666,it ITA,DF,it Serie A,25-057,1999,24.3,31,19,17,12,2,24,62.5,9,35,18,17,12,43,64,1,2666,it ITA,DF,it Serie A,25-057,1999,24.3,1461,86,581,654,238,26,1461,23,9,39.1,12,52.2,803,4094,2349,43,29,3,19,5,885,52,3300,it ITA,DF,it Serie A,25-057,1999,25,2189,88,97.3,24.3,25,88,23,0,,0,1.00,26,39,-13,-0.53,-0.53,29.8,38.6,-8.7,-0.36,2666,it ITA,DF,it Serie A,25-057,1999,24.3,3,0,0,17,15,0,48,12,19,0,0,0,86,20,19,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,Davide Zappacosta,it ITA,DF,Atalanta,it Serie A,32.0,1992,18,15,1123,12.5,2,2,4,2,0,0,1,0,0.9,0.9,1.0,1.9,36,49,81,0.32,0.15,2667,it ITA,DF,it Serie A,32-251,1992,12.5,2,20,5,25.0,1.60,0.40,0.10,0.40,19.9,0,0,0,0.9,0.9,0.04,+1.1,+1.1,2667,it ITA,DF,it Serie A,32-251,1992,12.5,534,639,83.6,8142,2286,2,1.0,1.5,+1.0,13,29,19,12,49,2667,it ITA,DF,it Serie A,32-251,1992,12.5,639,523,113,11,2,1,54,95,7,4,2,0,534,3,13,2667,it ITA,DF,it Serie A,32-251,1992,12.5,31,2.48,23,4,1,3,0,0,4,0.32,2667,it ITA,DF,it Serie A,32-251,1992,12.5,11,7,7,2,2,18,44.4,10,13,3,10,6,17,13,1,2667,it ITA,DF,it Serie A,32-251,1992,12.5,755,19,161,284,315,25,755,21,6,28.6,13,61.9,431,2189,1124,36,18,8,16,11,502,81,3301,it ITA,DF,it Serie A,32-251,1992,18,1123,62,49.9,12.5,15,70,4,3,26,3,2.00,29,17,+12,+0.96,-0.32,21.3,14.4,+7.0,+0.56,2667,it ITA,DF,it Serie A,32-251,1992,12.5,1,0,0,7,7,3,54,6,7,0,0,0,39,4,7,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,es La Liga,23.0,2001,18,15,1193,13.3,1,5,6,1,0,0,3,0,1.8,1.8,2.5,4.4,69,32,92,0.45,0.33,2668,es ESP,"FW,MF",es La Liga,23-298,2001,13.3,1,20,7,35.0,1.51,0.53,0.05,0.14,19.3,0,0,0,1.8,1.8,0.09,-0.8,-0.8,2668,es ESP,"FW,MF",es La Liga,23-298,2001,13.3,190,314,60.5,3566,1001,5,2.5,3.8,+2.5,23,13,22,13,32,2668,es ESP,"FW,MF",es La Liga,23-298,2001,13.3,314,282,30,7,3,4,57,9,12,6,0,0,190,2,12,2668,es ESP,"FW,MF",es La Liga,23-298,2001,13.3,45,3.39,30,2,9,1,3,0,7,0.53,2668,es ESP,"FW,MF",es La Liga,23-298,2001,13.3,11,8,8,2,1,16,25.0,12,8,0,8,0,11,8,0,2668,es ESP,"FW,MF",es La Liga,23-298,2001,13.3,455,4,51,151,268,53,455,81,35,43.2,43,53.1,315,3083,1811,69,43,33,27,8,335,92,3302,es ESP,"FW,MF",es La Liga,23-298,2001,18,1193,66,55.2,13.3,15,76,1,3,17,0,1.56,20,19,+1,+0.08,+0.54,14.4,19.1,-4.7,-0.35,2668,es ESP,"FW,MF",es La Liga,23-298,2001,13.3,3,0,0,9,21,5,57,0,8,0,0,0,35,0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,Anass Zaroury,ma MAR,"FW,MF",Lens,fr Ligue 1,24.0,2000,17,10,793,8.8,0,1,1,0,0,0,2,1,1.0,1.0,1.8,2.8,26,33,66,0.11,0.32,2669,ma MAR,"FW,MF",fr Ligue 1,24-102,2000,8.8,0,18,6,33.3,2.04,0.68,0.00,0.00,20.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0,2669,ma MAR,"FW,MF",fr Ligue 1,24-102,2000,8.8,233,369,63.1,3767,1181,1,1.8,1.8,-0.8,21,18,18,7,33,2669,ma MAR,"FW,MF",fr Ligue 1,24-102,2000,8.8,369,334,33,5,2,1,68,1,21,16,0,0,233,2,19,2669,ma MAR,"FW,MF",fr Ligue 1,24-102,2000,8.8,35,3.97,26,5,1,2,1,0,1,0.11,2669,ma MAR,"FW,MF",fr Ligue 1,24-102,2000,8.8,9,7,1,5,3,15,26.7,11,7,0,7,2,11,5,0,2669,ma MAR,"FW,MF",fr Ligue 1,24-102,2000,8.8,449,5,49,193,211,17,449,17,7,41.2,10,58.8,276,1552,732,26,18,4,15,8,328,66,3303,ma MAR,"FW,MF",fr Ligue 1,24-102,2000,17,793,47,40.1,8.8,10,67,1,7,18,3,1.35,12,9,+3,+0.34,+0.19,16.9,12.3,+4.6,+0.53,2669,ma MAR,"FW,MF",fr Ligue 1,24-102,2000,8.8,2,1,1,6,15,2,68,2,7,0,0,0,34,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,Oier Zarraga,es ESP,MF,Udinese,it Serie A,26.0,1999,13,5,505,5.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,15,16,0.00,0.06,2670,es ESP,MF,it Serie A,26-044,1999,5.6,0,3,0,0.0,0.53,0.00,0.00,,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2670,es ESP,MF,it Serie A,26-044,1999,5.6,143,172,83.1,2281,562,0,0.3,0.5,-0.3,2,15,5,4,15,2670,es ESP,MF,it Serie A,26-044,1999,5.6,172,163,5,1,0,1,16,1,2,1,0,0,143,4,4,2670,es ESP,MF,it Serie A,26-044,1999,5.6,7,1.25,5,0,0,2,0,0,0,0.00,2670,es ESP,MF,it Serie A,26-044,1999,5.6,11,7,6,5,0,15,40.0,9,3,2,1,2,13,4,0,2670,es ESP,MF,it Serie A,26-044,1999,5.6,210,7,34,121,58,1,210,3,1,33.3,1,33.3,110,495,206,3,2,0,6,2,138,16,3304,es ESP,MF,it Serie A,26-044,1999,13,505,39,22.4,5.6,5,67,0,8,21,5,1.54,7,8,-1,-0.18,+0.18,5.1,7.0,-1.9,-0.34,2670,es ESP,MF,it Serie A,26-044,1999,5.6,0,0,0,7,5,0,16,2,7,0,0,0,14,3,7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,David Zec,si SVN,DF,Holstein Kiel,de Bundesliga,25.0,2000,7,7,612,6.8,2,0,2,2,0,0,3,0,1.1,1.1,0.5,1.6,2,11,1,0.29,0.23,2671,si SVN,DF,de Bundesliga,25-043,2000,6.8,2,8,5,62.5,1.18,0.74,0.25,0.40,12.6,0,0,0,1.1,1.1,0.14,+0.9,+0.9,2671,si SVN,DF,de Bundesliga,25-043,2000,6.8,250,282,88.7,4919,1779,0,0.5,0.2,-0.5,4,9,1,0,11,2671,si SVN,DF,de Bundesliga,25-043,2000,6.8,282,268,14,14,0,1,0,0,0,0,0,0,250,0,2,2671,si SVN,DF,de Bundesliga,25-043,2000,6.8,6,0.88,6,0,0,0,0,0,0,0.00,2671,si SVN,DF,de Bundesliga,25-043,2000,6.8,10,4,8,2,0,8,87.5,1,18,9,9,6,16,43,1,2671,si SVN,DF,de Bundesliga,25-043,2000,6.8,378,83,242,116,21,17,378,1,1,100.0,0,0.0,167,727,356,2,2,1,6,0,215,1,3306,si SVN,DF,de Bundesliga,25-043,2000,7,612,87,30.9,6.8,7,87,6,0,,0,0.71,14,19,-5,-0.74,+0.32,9.0,12.4,-3.5,-0.51,2671,si SVN,DF,de Bundesliga,25-043,2000,6.8,3,0,0,4,3,2,0,6,4,0,0,0,23,14,22,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,Jordan Zemura,zw ZIM,DF,Udinese,it Serie A,25.0,1999,19,11,1147,12.7,1,2,3,1,0,0,2,0,0.8,0.8,0.7,1.5,22,35,66,0.24,0.12,2672,zw ZIM,DF,it Serie A,25-095,1999,12.7,1,8,2,25.0,0.63,0.16,0.13,0.50,17.6,2,0,0,0.8,0.8,0.10,+0.2,+0.2,2672,zw ZIM,DF,it Serie A,25-095,1999,12.7,367,487,75.4,5691,2175,2,0.7,0.9,+1.3,7,20,11,7,35,2672,zw ZIM,DF,it Serie A,25-095,1999,12.7,487,392,94,7,0,0,29,83,4,0,2,0,367,1,16,2672,zw ZIM,DF,it Serie A,25-095,1999,12.7,25,1.96,16,6,1,0,1,1,3,0.24,2672,zw ZIM,DF,it Serie A,25-095,1999,12.7,24,13,12,9,3,21,57.1,9,15,3,12,15,39,36,0,2672,zw ZIM,DF,it Serie A,25-095,1999,12.7,643,33,187,263,202,18,643,41,19,46.3,19,46.3,324,1835,916,22,16,3,20,14,348,66,3308,zw ZIM,DF,it Serie A,25-095,1999,19,1147,60,51.0,12.7,11,85,7,8,26,6,1.11,15,22,-7,-0.55,-0.47,10.0,20.6,-10.6,-0.83,2672,zw ZIM,DF,it Serie A,25-095,1999,12.7,2,0,0,20,5,2,29,15,13,0,0,0,53,3,13,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,30.0,1994,22,22,1980,22.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,2673,de GER,GK,de Bundesliga,30-112,1994,22.0,0,1,0,0.0,0.05,0.00,0.00,,13.4,0,0,0,0.0,0.0,0.01,0.0,0.0,2673,de GER,GK,de Bundesliga,30-112,1994,22.0,513,815,62.9,14887,10923,0,0.1,0.1,-0.1,2,28,2,0,2,2673,de GER,GK,de Bundesliga,30-112,1994,22.0,815,624,185,64,0,1,0,0,0,0,0,0,513,6,1,2673,de GER,GK,de Bundesliga,30-112,1994,22.0,4,0.18,4,0,0,0,0,0,0,0.00,2673,de GER,GK,de Bundesliga,30-112,1994,22.0,1,1,1,0,0,1,0.0,1,0,0,0,0,1,26,3,2673,de GER,GK,de Bundesliga,30-112,1994,22.0,905,675,881,23,1,1,905,0,0,,0,,517,2516,1422,0,0,0,2,0,459,0,3309,de GER,GK,de Bundesliga,30-112,1994,22,1980,90,100.0,22.0,22,90,22,0,,0,1.59,35,24,+11,+0.50,,31.5,29.9,+1.6,+0.07,2673,de GER,GK,de Bundesliga,30-112,1994,22.0,3,0,0,1,1,0,0,0,1,0,1,0,38,8,0,100.0,183,de GER,GK,de Bundesliga,30-112,1994,22,22,1980,22.0,24,1.09,96,71,78.1,10,5,7,8,36.4,4,3,1,0,183,de GER,GK,de Bundesliga,30-112,1994,22.0,24,3,2,4,0,27.9,0.26,+3.9,+0.18,106,378,28.0,688,105,43.9,38.0,380,33,8.7,47,2.14,14.3
2674,Alessio Zerbin,it ITA,DF,Venezia,it Serie A,25.0,1999,4,3,281,3.1,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,14,15,11,0.32,0.22,2674,it ITA,DF,it Serie A,25-351,1999,3.1,1,3,1,33.3,0.96,0.32,0.33,1.00,16.2,0,0,0,0.3,0.3,0.11,+0.7,+0.7,2674,it ITA,DF,it Serie A,25-351,1999,3.1,78,122,63.9,1293,464,0,0.4,0.4,-0.4,5,6,6,2,15,2674,it ITA,DF,it Serie A,25-351,1999,3.1,122,88,33,5,0,0,13,22,6,3,2,0,78,1,4,2674,it ITA,DF,it Serie A,25-351,1999,3.1,9,2.88,6,3,0,0,0,0,0,0.00,2674,it ITA,DF,it Serie A,25-351,1999,3.1,10,6,8,2,0,12,58.3,5,4,1,3,4,14,7,0,2674,it ITA,DF,it Serie A,25-351,1999,3.1,178,11,44,61,77,10,178,18,5,27.8,11,61.1,86,561,279,14,9,5,9,4,80,11,3310,it ITA,DF,it Serie A,25-351,1999,4,281,70,13.0,3.1,3,89,2,1,15,0,0.50,3,5,-2,-0.64,+0.08,2.5,4.1,-1.7,-0.53,2674,it ITA,DF,it Serie A,25-351,1999,3.1,0,0,0,5,8,0,13,4,6,0,0,0,15,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,Alessio Zerbin,it ITA,"FW,DF",Napoli,it Serie A,25.0,1999,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,2675,it ITA,"FW,DF",it Serie A,25-351,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2675,it ITA,"FW,DF",it Serie A,25-351,1999,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2675,it ITA,"FW,DF",it Serie A,25-351,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675,it ITA,"FW,DF",it Serie A,25-351,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,2675,it ITA,"FW,DF",it Serie A,25-351,1999,0.0,2,1,2,0,0,1,100.0,0,0,0,0,0,2,0,0,2675,it ITA,"FW,DF",it Serie A,25-351,1999,0.0,3,0,3,0,0,0,3,1,0,0.0,1,100.0,0,0,0,0,0,0,0,0,0,0,3311,it ITA,"FW,DF",it Serie A,25-351,1999,2,2,1,0.1,0.0,0,,0,2,1,17,3.00,0,0,0,0.00,-0.88,0.0,0.0,0.0,+0.64,2675,it ITA,"FW,DF",it Serie A,25-351,1999,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,Kevin Zeroli,it ITA,MF,Monza,it Serie A,20.0,2005,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,2676,it ITA,MF,it Serie A,20-037,2005,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2676,it ITA,MF,it Serie A,20-037,2005,0.4,13,18,72.2,205,40,0,0.0,0.0,0.0,0,2,0,0,2,2676,it ITA,MF,it Serie A,20-037,2005,0.4,18,18,0,0,0,1,1,0,0,0,0,0,13,0,1,2676,it ITA,MF,it Serie A,20-037,2005,0.4,0,0.00,0,0,0,0,0,0,0,0.00,2676,it ITA,MF,it Serie A,20-037,2005,0.4,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,2676,it ITA,MF,it Serie A,20-037,2005,0.4,20,0,4,11,5,1,20,0,0,,0,,13,66,36,1,0,0,1,0,13,2,3312,it ITA,MF,it Serie A,20-037,2005,2,38,19,1.7,0.4,0,,0,2,19,0,0.50,1,1,0,0.00,+0.73,0.8,0.4,+0.4,+0.92,2676,it ITA,MF,it Serie A,20-037,2005,0.4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
