,name,price,NFC,Color,Диагональ,RAM,Память,Емкость акк,rating,reviews,OS,Тип экрана_IPS,Тип экрана_OLED,Тип экрана_Other
775,789,69790,0,5,6.71,3.0,64.0,5000.0,4.8,9,0,True,False,False
776,789,87487,0,15,6.71,4.0,128.0,5000.0,4.8,2,0,True,False,False
777,817,135000,1,2,6.67,6.0,128.0,5000.0,4.7,2,0,False,False,False
778,784,119990,0,2,6.5,6.0,128.0,5000.0,4.9,2,0,True,False,False
779,783,87390,0,2,6.5,6.0,128.0,5000.0,4.9,10,0,True,False,False
780,803,52900,1,15,6.53,3.0,64.0,5000.0,5.0,1,0,True,False,False
781,824,81900,1,16,6.67,6.0,128.0,5000.0,5.0,10,0,False,False,False
782,809,122605,0,16,6.43,4.0,128.0,5000.0,4.8,2,0,False,False,False
783,757,160292,1,7,6.55,8.0,128.0,4300.0,4.7,10,0,False,False,False
784,797,89000,1,8,6.79,8.0,128.0,5030.0,4.4,4,0,True,False,False
785,815,129990,0,15,6.67,8.0,256.0,5000.0,5.0,10,0,False,False,False
786,812,182498,1,2,6.67,6.0,64.0,5000.0,4.8,10,0,False,False,False
787,814,170000,0,7,6.67,8.0,128.0,5000.0,4.8,2,0,False,False,False
788,817,122834,1,16,6.67,8.0,128.0,5000.0,4.4,1,0,False,False,False
789,789,69900,0,7,6.71,3.0,64.0,5000.0,4.5,5,0,True,False,False
790,813,130000,0,16,6.43,6.0,128.0,5000.0,4.7,1,0,False,False,False
791,794,99990,0,20,6.71,3.0,64.0,5000.0,5.0,10,0,True,False,False
792,790,77890,1,7,6.71,4.0,128.0,5000.0,5.0,1,0,True,False,False
793,807,208999,1,16,6.67,8.0,256.0,5020.0,5.0,10,0,False,False,False
794,783,87390,0,5,6.55,6.0,128.0,5000.0,4.5,1,0,True,False,False
795,797,89000,1,5,6.79,8.0,128.0,5030.0,0.0,0,0,True,False,False
796,816,116000,1,15,6.67,4.0,128.0,5000.0,0.0,0,0,False,False,False
797,816,99990,1,15,6.67,6.0,128.0,5000.0,4.9,10,0,False,False,False
798,763,200702,1,13,6.55,8.0,128.0,4500.0,0.0,0,0,False,False,False
799,808,77777,1,16,6.43,4.0,64.0,5000.0,0.0,0,0,False,False,False
800,827,115000,1,7,6.67,8.0,512.0,5000.0,4.7,2,0,False,False,False
801,797,79990,1,8,6.79,6.0,128.0,5030.0,4.7,1,0,True,False,False
802,755,274897,1,20,6.28,8.0,256.0,4500.0,0.0,0,0,False,False,True
803,832,123989,1,21,6.67,8.0,256.0,5100.0,5.0,10,0,False,False,False
804,755,279893,1,15,6.28,8.0,128.0,4500.0,0.0,0,0,False,False,True
805,811,139000,1,15,6.67,6.0,64.0,5000.0,5.0,10,0,False,False,True
806,812,180000,1,15,6.67,6.0,64.0,5000.0,0.0,0,0,False,False,False
807,787,63998,0,21,6.53,4.0,128.0,5000.0,4.8,10,0,True,False,False
808,763,245000,1,21,6.55,8.0,128.0,4500.0,5.0,10,0,False,False,False
809,813,145990,0,15,6.43,8.0,128.0,5000.0,4.5,2,0,False,False,False
810,811,350000,1,5,6.67,6.0,128.0,5000.0,0.0,0,0,False,False,False
811,813,147987,1,16,6.43,6.0,128.0,5000.0,0.0,0,0,False,False,False
812,759,477281,1,15,6.73,12.0,256.0,4600.0,5.0,10,0,False,False,False
813,787,79899,0,14,6.53,6.0,128.0,5000.0,0.0,0,0,True,False,False
814,814,200000,0,5,6.67,8.0,128.0,5000.0,0.0,0,0,False,False,False
815,775,136000,0,21,6.55,6.0,128.0,4250.0,0.0,0,0,False,False,False
816,805,79990,0,12,6.53,4.0,128.0,6000.0,4.7,2,0,True,False,False
817,807,400000,1,4,6.67,6.0,128.0,5020.0,4.8,10,0,False,False,False
818,804,83500,0,12,6.53,6.0,128.0,6000.0,4.7,1,0,True,False,False
819,804,84990,0,7,6.39,6.0,128.0,4000.0,4.4,3,0,False,False,False
820,811,129895,1,5,6.67,6.0,64.0,5000.0,4.7,1,0,False,False,True
821,784,89990,0,15,6.5,6.0,128.0,5000.0,4.3,2,0,True,False,False
822,780,299980,1,16,6.67,8.0,128.0,5000.0,0.0,0,0,False,False,False
823,794,119998,0,7,6.71,6.0,128.0,5000.0,4.5,4,0,True,False,False
824,787,79979,0,5,6.53,6.0,128.0,5000.0,0.0,0,0,True,False,False
825,787,44797,0,5,6.53,2.0,32.0,5000.0,0.0,0,0,True,False,False
826,832,168349,1,20,6.67,12.0,256.0,5100.0,0.0,0,0,False,False,False
827,755,379000,1,5,6.28,12.0,256.0,4500.0,0.0,0,0,False,False,False
828,763,185990,1,5,6.55,8.0,128.0,4500.0,0.0,0,0,False,False,False
829,755,269900,1,20,6.28,8.0,128.0,4500.0,0.0,0,0,False,False,True
830,826,249000,1,21,6.67,6.0,128.0,5000.0,0.0,0,0,False,False,False
831,775,134672,1,7,6.55,8.0,128.0,4250.0,0.0,0,0,False,False,False
832,800,59990,0,21,6.53,4.0,128.0,5000.0,0.0,0,0,True,False,False
833,849,89900,1,6,6.6,8.0,256.0,4500.0,0.0,0,0,True,False,False
834,845,21980,0,16,6.0,1.0,32.0,2600.0,0.0,0,0,False,False,True
835,839,29900,0,15,5.45,1.0,32.0,2600.0,0.0,0,0,True,False,False
836,848,59889,1,21,6.75,6.0,128.0,6000.0,4.7,10,0,True,False,False
837,850,279990,1,20,6.8,16.0,256.0,4500.0,4.7,12,0,False,False,False
838,848,59889,1,16,6.75,6.0,128.0,6000.0,4.8,1,0,True,False,False
839,845,25990,0,21,6.0,1.0,32.0,2600.0,4.5,3,0,False,False,True
840,847,59447,1,21,6.6,8.0,128.0,5000.0,5.0,1,0,True,False,False
841,842,36990,1,16,6.75,3.0,64.0,6000.0,0.0,0,0,True,False,False
842,847,69990,1,21,6.6,8.0,256.0,5000.0,5.0,10,0,True,False,False
843,846,129926,1,21,6.67,8.0,256.0,4800.0,0.0,0,0,False,False,False
844,842,36980,1,10,6.75,3.0,64.0,6000.0,0.0,0,0,True,False,False
845,843,56898,1,21,6.6,4.0,128.0,5000.0,5.0,1,0,True,False,False
846,841,61510,0,15,6.51,2.0,64.0,3200.0,4.9,1,0,False,False,True
847,851,84990,1,20,6.6,6.0,256.0,5000.0,4.9,9,0,True,False,False
848,840,49990,0,7,6.6,4.0,64.0,5000.0,5.0,10,0,True,False,False
849,840,49990,0,21,6.6,4.0,64.0,5000.0,4.9,4,0,True,False,False
850,844,69990,1,7,6.6,4.0,128.0,5000.0,4.9,4,0,True,False,False
851,847,69990,1,7,6.6,8.0,256.0,5000.0,5.0,1,0,True,False,False
852,851,84990,1,16,6.6,6.0,256.0,5000.0,5.0,1,0,True,False,False
853,844,69990,1,21,6.6,4.0,128.0,5000.0,4.8,10,0,True,False,False
854,852,82990,0,7,6.75,6.0,128.0,5130.0,4.9,1,0,True,False,False
855,655,38990,0,7,6.67,3.0,64.0,5000.0,5.0,10,0,True,False,False
856,649,39990,0,16,6.52,3.0,32.0,4000.0,4.9,2,0,True,False,False
857,652,66998,0,16,6.6,4.0,128.0,5000.0,5.0,10,0,True,False,False
858,610,107808,1,16,6.7,8.0,256.0,5000.0,0.0,0,0,False,False,False
859,654,76990,1,5,6.6,4.0,128.0,5000.0,4.9,3,0,True,False,False
860,616,39990,0,5,6.55,3.0,32.0,4000.0,4.9,1,0,True,False,False
861,625,33900,0,7,6.0,2.0,32.0,5000.0,4.9,1,0,True,False,False
862,649,39990,0,16,6.52,2.0,32.0,4000.0,4.9,8,0,True,False,False
863,630,107505,1,16,6.78,8.0,256.0,6000.0,5.0,10,0,False,False,False
864,629,200000,1,21,6.8,8.0,128.0,5000.0,4.6,1,0,True,False,False
865,619,72985,1,21,6.8,8.0,128.0,5000.0,0.0,0,0,True,False,False
866,653,53932,0,16,6.6,4.0,128.0,5000.0,0.0,0,0,True,False,False
867,617,89990,1,2,6.8,8.0,128.0,5000.0,0.0,0,0,True,False,False
868,653,67990,1,21,6.6,4.0,128.0,5000.0,4.2,2,0,True,False,False
869,647,49412,1,21,6.6,4.0,128.0,5000.0,5.0,10,0,True,False,False
870,649,39990,0,20,6.52,2.0,32.0,4000.0,0.0,0,0,True,False,False
871,647,55188,1,7,6.56,4.0,64.0,5000.0,0.0,0,0,True,False,False
872,611,124990,1,5,6.7,8.0,256.0,5000.0,0.0,0,0,False,False,False
873,635,56997,0,14,6.9,4.0,64.0,7000.0,0.0,0,0,True,False,False
874,616,39990,0,8,6.55,3.0,32.0,4000.0,0.0,0,0,True,False,False
875,650,46990,0,7,6.5,4.0,64.0,5000.0,0.0,0,0,True,False,False
876,651,69990,0,15,6.6,4.0,128.0,5000.0,0.0,0,0,True,False,False
877,610,102992,1,5,6.7,8.0,256.0,5000.0,0.0,0,0,False,False,False
878,652,52890,0,8,6.6,4.0,128.0,5000.0,0.0,0,0,True,False,False
879,610,104553,1,21,6.7,8.0,256.0,5000.0,0.0,0,0,False,False,False
880,621,95000,1,7,6.67,8.0,256.0,5000.0,0.0,0,0,False,False,False
881,635,66237,1,21,6.9,4.0,64.0,7000.0,4.4,10,0,True,False,False
882,637,79990,0,21,6.8,6.0,128.0,6000.0,4.6,10,0,True,False,False
883,646,67989,1,2,6.8,4.0,128.0,5000.0,4.5,10,0,True,False,False
884,627,39989,0,5,6.52,2.0,32.0,5000.0,4.7,1,0,True,False,False
885,628,47999,0,21,6.6,2.0,64.0,5000.0,5.0,10,0,True,False,False
886,646,64990,1,21,6.8,4.0,128.0,5000.0,4.7,1,0,True,False,False
887,645,89989,1,2,6.6,8.0,128.0,5000.0,5.0,10,0,True,False,False
888,639,78000,1,8,6.8,4.0,128.0,7000.0,4.8,1,0,True,False,False
889,647,44990,1,21,6.56,4.0,64.0,5000.0,4.7,3,0,True,False,False
890,629,200000,1,14,6.8,8.0,128.0,5000.0,0.0,0,0,True,False,False
891,668,167199,1,21,6.78,12.0,256.0,15000.0,5.0,10,0,True,False,False
892,691,126990,1,21,6.58,8.0,256.0,6600.0,0.0,0,0,True,False,False
893,671,289700,1,21,6.78,12.0,512.0,15600.0,4.8,10,0,True,False,False
894,660,280995,1,21,6.58,12.0,512.0,9600.0,4.8,1,0,True,False,False
895,669,196999,1,21,6.78,6.0,256.0,6500.0,5.0,10,0,True,False,False
896,672,219800,1,21,6.78,12.0,256.0,10600.0,4.7,10,0,True,False,False
897,682,378000,1,12,6.78,12.0,256.0,5050.0,3.0,10,0,False,False,False
898,673,238490,1,21,6.78,12.0,256.0,10600.0,5.0,10,0,True,False,False
899,666,128000,0,21,6.58,8.0,256.0,6600.0,4.6,10,0,True,False,False
900,678,89000,1,21,5.0,4.0,32.0,4000.0,4.9,2,0,True,False,False
901,664,206801,1,21,5.65,12.0,256.0,10850.0,4.9,1,0,True,False,False
902,667,223995,1,21,6.78,12.0,512.0,5280.0,5.0,10,0,True,False,False
903,665,152939,1,21,6.58,8.0,256.0,9600.0,4.7,10,0,True,False,False
904,688,167830,1,21,6.58,12.0,256.0,9600.0,4.8,10,0,True,False,False
905,662,117498,1,16,5.45,6.0,128.0,6600.0,4.6,1,0,True,False,False
906,666,119667,1,21,6.58,8.0,128.0,6600.0,4.7,10,0,True,False,False
907,670,269900,1,21,6.78,12.0,512.0,15600.0,5.0,10,0,True,False,False
908,686,200650,1,21,5.93,8.0,128.0,9600.0,4.4,10,0,True,False,False
909,681,75500,0,20,6.52,8.0,512.0,4400.0,4.6,10,0,True,False,False
910,662,169998,1,21,5.45,6.0,128.0,6600.0,4.2,10,0,True,False,False
911,681,79643,0,5,6.52,8.0,128.0,4400.0,4.3,10,0,True,False,False
912,689,242890,1,21,6.58,12.0,256.0,9600.0,4.0,10,0,True,False,False
913,683,151999,1,21,6.81,8.0,256.0,13200.0,5.0,10,0,True,False,False
914,676,88998,1,21,5.45,4.0,64.0,4860.0,5.0,10,0,True,False,False
915,661,200000,1,21,6.52,8.0,128.0,5180.0,5.0,10,0,True,False,False
916,687,219800,1,21,6.58,12.0,512.0,9600.0,4.3,10,0,True,False,False
917,684,171997,1,21,6.52,8.0,128.0,10000.0,0.0,0,0,True,False,False
918,681,65997,0,20,6.52,4.0,128.0,4400.0,0.0,0,0,True,False,False
919,685,111216,1,12,5.93,4.0,64.0,9600.0,0.0,0,0,True,False,False
920,682,193499,1,21,6.78,12.0,256.0,5050.0,0.0,0,0,False,False,False
921,679,81990,0,21,6.52,3.0,16.0,4500.0,0.0,0,0,True,False,False
922,680,69947,0,16,6.217,2.0,32.0,4000.0,0.0,0,0,True,False,False
923,693,88975,1,21,5.5,4.0,64.0,5000.0,0.0,0,0,True,False,False
924,681,102600,0,21,6.52,8.0,256.0,4400.0,1.0,10,0,True,False,False
925,690,299000,1,21,6.58,8.0,256.0,6600.0,0.0,0,0,True,False,False
926,692,89900,1,21,5.45,4.0,32.0,8150.0,3.9,2,0,True,False,False
927,679,80990,0,20,6.52,3.0,16.0,4500.0,4.5,3,0,True,False,False
928,674,98498,1,10,6.1,4.0,64.0,5580.0,4.4,3,0,True,False,False
929,666,140000,1,7,6.58,8.0,128.0,6600.0,3.9,10,0,True,False,False
930,675,175818,0,21,6.1,8.0,128.0,5580.0,4.7,3,0,True,False,False
931,691,140000,1,7,6.58,8.0,256.0,6600.0,3.0,10,0,True,False,False
932,682,250000,1,2,6.78,12.0,256.0,5050.0,4.4,1,0,False,False,False
933,677,104103,1,21,6.52,6.0,64.0,6320.0,5.0,10,0,True,False,False
934,663,179988,1,21,6.58,8.0,256.0,5380.0,4.5,10,0,True,False,False
935,674,94989,0,12,6.1,4.0,64.0,5580.0,4.4,1,0,True,False,False
936,681,79774,0,21,6.52,8.0,128.0,4400.0,4.1,1,0,True,False,False
937,680,67081,0,20,6.217,2.0,32.0,4000.0,4.0,2,0,True,False,False
938,681,77186,0,20,6.52,8.0,128.0,4400.0,3.0,1,0,True,False,False
939,667,235990,1,12,6.78,12.0,512.0,5280.0,4.4,10,0,True,False,False
940,659,89874,1,21,6.7,6.0,128.0,10000.0,4.2,1,0,True,False,False
941,658,159989,1,21,6.3,4.0,128.0,5000.0,4.0,2,0,True,False,False
942,694,49899,0,2,6.8,6.0,64.0,5500.0,4.2,10,0,False,False,False
943,695,54000,0,2,6.8,6.0,64.0,5500.0,0.0,0,0,False,False,False
944,695,51990,0,16,6.8,6.0,64.0,5500.0,4.7,1,0,False,False,False
945,696,54074,0,15,6.8,6.0,64.0,5500.0,4.1,1,0,False,False,False
946,696,51660,0,16,6.8,6.0,64.0,5500.0,3.9,1,0,False,False,False
947,699,271205,1,21,6.79,12.0,256.0,15500.0,0.0,0,0,False,False,True
948,702,438869,1,21,6.79,16.0,512.0,23800.0,4.6,10,0,True,False,False
949,698,213653,1,15,6.81,12.0,256.0,22000.0,4.2,1,0,True,False,False
950,701,352771,1,15,6.79,16.0,512.0,20000.0,4.7,10,0,True,False,False
951,702,518890,1,21,6.79,18.0,512.0,23800.0,0.0,0,0,True,False,False
952,700,359999,1,21,6.79,12.0,256.0,23800.0,3.6,1,0,False,False,True
953,700,309999,1,21,6.79,8.0,256.0,23800.0,4.9,1,0,False,False,True
954,697,247257,1,21,6.81,8.0,256.0,5000.0,1.0,10,0,True,False,False
955,697,227281,1,2,6.81,8.0,256.0,5000.0,0.0,0,0,True,False,False
956,698,247789,1,15,6.81,8.0,256.0,22000.0,0.0,0,0,True,False,False
957,703,214789,1,15,6.5,8.0,256.0,5200.0,4.7,10,0,True,False,False
958,726,50000,0,21,6.56,4.0,128.0,5000.0,4.5,10,0,True,False,False
959,726,50000,0,7,6.56,4.0,128.0,5000.0,3.8,10,0,True,False,False
960,730,68199,0,20,6.56,6.0,128.0,5000.0,5.0,10,0,True,False,False
961,717,203370,1,21,6.78,12.0,256.0,5000.0,0.0,0,0,False,False,False
962,744,98999,0,21,6.64,8.0,256.0,5000.0,0.0,0,0,True,False,False
963,726,45250,0,21,6.56,4.0,64.0,5000.0,0.0,0,0,True,False,False
964,740,94000,0,12,6.67,8.0,256.0,6000.0,4.5,4,0,False,False,True
965,741,93989,0,18,6.67,8.0,256.0,6000.0,4.8,1,0,False,False,True
966,726,45250,0,7,6.56,4.0,64.0,5000.0,4.8,10,0,True,False,False
967,727,117835,0,21,6.67,8.0,256.0,5000.0,5.0,10,0,False,False,False
968,730,64990,0,7,6.56,6.0,128.0,5000.0,4.7,2,0,True,False,False
969,731,66898,0,9,6.56,6.0,128.0,5000.0,5.0,10,0,False,False,True
970,719,164990,1,9,6.78,8.0,256.0,5500.0,0.0,0,0,False,False,False
971,717,269890,1,7,6.78,12.0,256.0,5000.0,4.6,2,0,False,False,False
972,741,83980,0,18,6.67,8.0,128.0,6000.0,5.0,10,0,False,False,True
973,730,64890,0,7,6.56,4.0,128.0,5000.0,0.0,0,0,True,False,False
974,712,119990,1,5,6.44,8.0,256.0,4500.0,5.0,10,0,False,False,False
975,722,349770,1,21,6.78,16.0,512.0,5000.0,4.0,10,0,False,False,False
976,733,65216,0,21,6.68,4.0,128.0,5500.0,0.0,0,0,True,False,False
977,731,68889,0,7,6.56,6.0,128.0,5000.0,0.0,0,0,False,False,True
978,730,64489,0,20,6.56,4.0,128.0,5000.0,0.0,0,0,True,False,False
979,720,240970,1,2,6.78,12.0,256.0,5500.0,0.0,0,0,False,False,False
980,739,79738,0,7,6.64,8.0,128.0,5000.0,4.1,10,0,True,False,False
981,722,349970,1,5,6.78,16.0,512.0,5000.0,0.0,0,0,False,False,False
982,721,107670,1,14,6.67,8.0,128.0,5000.0,4.8,12,0,False,False,False
983,733,64891,0,14,6.68,4.0,128.0,5500.0,4.8,9,0,True,False,False
984,744,99714,0,8,6.64,8.0,256.0,5000.0,4.7,2,0,True,False,False
985,740,81570,0,12,6.67,8.0,128.0,6000.0,4.6,10,0,False,False,True
986,739,79990,0,3,6.64,8.0,128.0,5000.0,4.7,2,0,True,False,False
987,716,168190,0,8,6.67,8.0,256.0,4800.0,0.0,0,0,False,False,False
988,720,243670,1,14,6.78,12.0,256.0,5500.0,0.0,0,0,False,False,False
989,727,116252,0,7,6.67,8.0,256.0,5000.0,0.0,0,0,False,False,False
990,715,139890,1,7,6.62,8.0,128.0,4600.0,4.7,1,0,False,False,False
991,744,94225,1,8,6.64,8.0,128.0,5000.0,0.0,0,0,True,False,False
992,745,132699,0,5,6.44,8.0,128.0,5000.0,0.0,0,0,False,False,False
993,723,39990,0,21,6.51,2.0,32.0,5000.0,0.0,0,0,True,False,False
994,719,164990,1,7,6.78,8.0,256.0,5500.0,5.0,2,0,False,False,False
995,730,79990,0,12,6.56,4.0,128.0,5000.0,5.0,2,0,True,False,False
996,723,39990,0,5,6.51,2.0,32.0,5000.0,5.0,10,0,True,False,False
997,744,97999,1,21,6.64,8.0,128.0,5000.0,4.9,4,0,True,False,False
998,744,98000,1,21,6.64,4.0,128.0,5000.0,4.9,1,0,True,False,False
999,733,71597,0,14,6.68,6.0,128.0,5500.0,5.0,10,0,True,False,False
1000,711,102589,1,5,6.44,8.0,128.0,4050.0,4.8,3,0,False,False,False
1001,721,142990,1,14,6.67,8.0,256.0,5000.0,5.0,4,0,False,False,False
1002,714,165990,0,21,6.44,8.0,128.0,4500.0,4.2,10,0,False,False,False
1003,718,113987,1,7,6.67,8.0,128.0,5000.0,5.0,10,0,False,False,False
1004,704,44990,0,8,6.51,3.0,32.0,5000.0,5.0,10,0,True,False,False
1005,738,79890,0,21,6.64,6.0,128.0,5000.0,5.0,10,0,True,False,False
1006,718,86003,1,21,6.67,8.0,128.0,5000.0,3.0,10,0,False,False,False
1007,705,82970,0,16,6.55,4.0,64.0,5000.0,4.9,10,0,False,False,True
1008,733,71816,0,21,6.68,6.0,128.0,5500.0,5.0,10,0,True,False,False
1009,714,138400,0,8,6.44,8.0,128.0,4500.0,5.0,10,0,False,False,False
1010,742,81990,0,21,6.58,4.0,64.0,5000.0,5.0,10,0,True,False,False
1011,704,44990,0,21,6.51,3.0,32.0,5000.0,4.9,2,0,True,False,False
1012,725,48990,0,5,6.51,4.0,64.0,5000.0,4.7,1,0,True,False,False
1013,715,249899,1,21,6.62,8.0,256.0,4600.0,4.6,1,0,False,False,False
1014,708,119990,0,16,6.44,8.0,128.0,4000.0,5.0,10,0,False,False,False
1015,721,117936,1,7,6.67,8.0,128.0,5000.0,0.0,0,0,False,False,False
1016,725,64600,0,11,6.51,4.0,128.0,5000.0,5.0,10,0,True,False,False
1017,711,139990,1,21,6.44,8.0,128.0,4050.0,4.4,1,0,False,False,False
1018,715,229990,1,7,6.62,8.0,256.0,4600.0,4.8,2,0,False,False,False
1019,713,219900,1,5,6.56,12.0,256.0,4830.0,0.0,0,0,False,False,False
1020,721,141493,1,7,6.67,8.0,256.0,5000.0,0.0,0,0,False,False,False
1021,736,83737,0,5,6.51,4.0,64.0,5000.0,0.0,0,0,False,False,True
1022,725,48990,0,15,6.51,4.0,64.0,5000.0,0.0,0,0,True,False,False
1023,745,139990,0,21,6.44,8.0,128.0,5000.0,0.0,0,0,False,False,False
1024,742,81990,0,5,6.58,4.0,64.0,5000.0,0.0,0,0,True,False,False
1025,724,44900,0,15,6.51,2.0,32.0,5000.0,0.0,0,0,True,False,False
1026,734,53737,1,21,6.22,2.0,32.0,4030.0,0.0,0,0,True,False,False
1027,736,66415,0,16,6.51,4.0,64.0,5000.0,0.0,0,0,False,False,True
1028,735,70940,0,7,6.22,2.0,32.0,4030.0,5.0,10,0,True,False,False
1029,742,106237,0,21,6.58,4.0,128.0,5000.0,5.0,10,0,True,False,False
1030,710,199990,1,8,6.44,8.0,128.0,4200.0,4.5,1,0,False,False,False
1031,706,81990,0,8,6.58,4.0,64.0,5000.0,3.9,10,0,True,False,False
1032,713,314991,1,21,6.56,12.0,256.0,4830.0,5.0,10,0,False,False,False
1033,707,118500,1,7,6.62,8.0,256.0,4600.0,5.0,10,0,False,False,False
1034,712,254081,1,21,6.44,8.0,256.0,4500.0,0.0,0,0,False,False,False
1035,743,81990,0,21,6.58,4.0,64.0,5000.0,0.0,0,0,True,False,False
1036,729,49885,0,7,6.51,3.0,32.0,5000.0,0.0,0,0,True,False,False
1037,715,179990,1,21,6.62,8.0,128.0,4600.0,0.0,0,0,False,False,False
1038,742,106237,0,5,6.58,4.0,128.0,5000.0,0.0,0,0,True,False,False
1039,706,119990,0,21,6.58,4.0,128.0,5000.0,0.0,0,0,True,False,False
1040,705,66990,0,7,6.55,4.0,64.0,5000.0,0.0,0,0,False,False,True
1041,708,119990,0,5,6.44,8.0,128.0,4000.0,0.0,0,0,False,False,False
1042,729,49990,0,16,6.51,3.0,32.0,5000.0,0.0,0,0,True,False,False
1043,732,79990,1,9,6.56,6.0,128.0,5000.0,0.0,0,0,True,False,False
1044,737,82982,1,3,6.64,6.0,128.0,5000.0,0.0,0,0,True,False,False
1045,735,42990,0,5,6.22,2.0,32.0,4030.0,0.0,0,0,True,False,False
1046,709,139990,1,5,6.44,8.0,128.0,4000.0,0.0,0,0,False,False,False
1047,728,62487,0,16,6.51,3.0,32.0,5000.0,0.0,0,0,True,False,False
1048,744,112000,1,8,6.64,4.0,128.0,5000.0,0.0,0,0,True,False,False
1049,707,115000,1,21,6.62,8.0,256.0,4600.0,4.9,10,0,False,False,False
1050,748,85534,0,2,6.8,6.0,128.0,5800.0,5.0,10,0,True,False,False
1051,747,38810,1,2,6.5,4.0,64.0,4800.0,4.8,10,0,False,False,False
1052,747,36975,1,16,6.5,4.0,64.0,4800.0,4.7,10,0,False,False,False
1053,746,41000,0,15,6.5,4.0,64.0,4800.0,5.0,10,0,False,False,False
1054,747,39399,1,15,6.5,4.0,64.0,4500.0,4.2,10,0,False,False,False
1055,746,42972,1,21,6.5,4.0,64.0,4800.0,5.0,10,0,False,False,False
1056,749,59017,0,1,6.6,4.0,64.0,4800.0,5.0,10,0,True,False,False
1057,749,65589,0,2,6.6,4.0,64.0,4800.0,5.0,10,0,True,False,False
1058,746,41899,0,7,6.5,4.0,64.0,4800.0,5.0,10,0,False,False,False
1059,749,65980,0,21,6.6,4.0,64.0,4800.0,5.0,10,0,True,False,False
1060,746,42678,0,6,6.5,4.0,64.0,4800.0,0.0,0,0,False,False,False
1061,753,42990,0,21,6.6,6.0,128.0,4000.0,0.0,0,0,True,False,False
1062,753,42990,1,13,6.6,6.0,128.0,4000.0,0.0,0,0,True,False,False
1063,753,42990,1,7,6.0,6.0,128.0,4000.0,0.0,0,0,True,False,False
1064,751,45600,0,7,6.5,2.0,64.0,5000.0,4.7,3,0,True,False,False
1065,752,47000,0,21,6.6,4.0,128.0,5000.0,5.0,2,0,True,False,False
1066,752,47000,0,8,6.6,4.0,128.0,5000.0,5.0,1,0,True,False,False
1067,750,48890,1,21,6.74,4.0,128.0,5000.0,5.0,10,0,True,False,False
1068,750,48000,0,14,6.745,6.0,128.0,5000.0,5.0,10,0,True,False,False
1069,750,48890,0,21,6.745,6.0,128.0,5000.0,5.0,10,0,True,False,False
1070,750,48890,0,16,6.745,6.0,128.0,5000.0,5.0,10,0,True,False,False
1071,751,45600,0,21,6.5,2.0,64.0,5000.0,5.0,10,0,True,False,False
1072,798,53990,0,21,6.74,8.0,256.0,5000.0,5.0,10,0,True,False,False
1073,823,84280,0,21,6.6,8.0,256.0,5000.0,0.0,0,0,False,False,False
1074,792,64998,0,21,6.79,8.0,256.0,5000.0,4.9,10,0,True,False,False
1075,831,151373,0,21,6.67,12.0,512.0,5100.0,5.0,2,0,False,False,False
1076,798,63986,0,16,6.74,8.0,256.0,5000.0,4.5,1,0,True,False,False
1077,806,42034,0,21,6.71,4.0,128.0,5000.0,4.7,1,0,True,False,False
1078,823,92762,0,21,6.6,8.0,512.0,5000.0,5.0,1,0,False,False,False
1079,823,84780,0,16,6.67,8.0,256.0,5000.0,4.8,2,0,False,False,False
1080,798,63987,0,2,6.74,8.0,256.0,5000.0,5.0,1,0,True,False,False
1081,830,109293,1,21,6.67,8.0,256.0,5000.0,4.7,1,0,False,False,False
1082,823,84674,0,7,6.67,8.0,256.0,5000.0,5.0,10,0,False,False,False
1083,830,142341,1,21,6.67,12.0,512.0,5000.0,5.0,10,0,False,False,False
1084,819,108063,1,21,6.67,8.0,256.0,5000.0,4.0,10,0,False,False,False
1085,823,79990,0,21,6.67,8.0,128.0,5000.0,5.0,2,0,False,False,False
1086,821,79887,0,21,6.43,8.0,256.0,5000.0,5.0,10,0,False,False,False
1087,829,106737,0,21,6.67,8.0,256.0,5000.0,4.8,1,0,False,False,False
1088,771,549999,1,21,6.73,16.0,512.0,5000.0,3.0,10,0,False,False,False
1089,806,41427,0,7,6.71,4.0,128.0,5000.0,5.0,10,0,True,False,False
1090,823,74790,0,16,6.67,8.0,128.0,5000.0,5.0,1,0,False,False,False
1091,818,104877,1,15,6.67,8.0,256.0,5000.0,5.0,10,0,False,False,False
1092,792,67988,0,5,6.79,8.0,256.0,5000.0,5.0,10,0,True,False,False
1093,831,122734,0,21,6.67,8.0,256.0,5100.0,5.0,10,0,False,False,False
1094,792,69843,0,14,6.79,8.0,256.0,5000.0,5.0,10,0,True,False,False
1095,798,63572,0,7,6.74,8.0,256.0,5000.0,4.8,1,0,True,False,False
1096,830,111307,1,7,6.67,8.0,256.0,5000.0,4.9,1,0,False,False,False
1097,831,124789,1,21,6.67,8.0,256.0,5100.0,5.0,10,0,False,False,False
1098,823,94990,0,7,6.67,8.0,512.0,5000.0,5.0,10,0,False,False,False
1099,830,110099,1,20,6.67,8.0,256.0,5000.0,5.0,10,0,False,False,False
1100,768,393657,1,21,6.36,12.0,512.0,4600.0,4.5,10,0,False,False,False
1101,823,74790,0,7,6.67,8.0,128.0,5000.0,5.0,10,0,False,False,False
1102,830,142338,1,7,6.67,12.0,512.0,5000.0,4.8,10,0,False,False,False
1103,829,106742,0,20,6.67,8.0,256.0,5000.0,0.0,0,0,False,False,False
