,name,price,NFC,Color,Диагональ,RAM,Память,Емкость акк,rating,reviews,OS,Тип экрана_IPS,Тип экрана_OLED,Тип экрана_Other
0,181,78990,0,21,5.5,2.0,64.0,2600.0,0.0,0,0,True,False,False
1,181,79000,0,16,5.5,2.0,64.0,2600.0,0.0,0,0,True,False,False
2,182,47990,0,21,5.0,2.0,16.0,2000.0,0.0,0,0,True,False,False
3,182,53550,0,16,5.0,2.0,16.0,2000.0,0.0,0,0,True,False,False
4,173,129990,1,12,6.5,8.0,256.0,10000.0,4.9,10,0,True,False,False
5,179,105793,1,21,4.3,8.0,256.0,3880.0,4.9,1,0,True,False,False
6,165,109990,1,21,6.5,12.0,256.0,4380.0,4.8,1,0,True,False,False
7,159,119990,1,21,6.67,12.0,256.0,5050.0,4.8,2,0,False,False,False
8,159,119970,1,20,6.67,12.0,256.0,5050.0,4.8,1,0,False,False,False
9,160,34990,0,21,6.5,2.0,32.0,5180.0,4.3,10,0,True,False,False
10,169,69152,1,7,6.1,4.0,64.0,6580.0,4.8,10,0,True,False,False
11,174,148989,1,21,6.6,8.0,256.0,5000.0,4.9,1,0,False,False,False
12,173,151848,1,7,6.5,8.0,256.0,10000.0,4.8,10,0,True,False,False
13,180,69990,1,8,6.78,8.0,128.0,5000.0,5.0,10,0,True,False,False
14,159,119989,1,5,6.67,12.0,256.0,5050.0,4.9,1,0,False,False,False
15,170,99931,1,21,6.56,6.0,128.0,13000.0,4.9,1,0,True,False,False
16,180,69990,1,5,6.78,8.0,128.0,5000.0,4.9,1,0,True,False,False
17,175,179990,1,21,6.7,12.0,256.0,15080.0,4.2,10,0,True,False,False
18,175,159990,1,21,6.7,8.0,256.0,15080.0,5.0,10,0,True,False,False
19,166,224899,1,21,6.58,8.0,128.0,8380.0,4.7,1,0,True,False,False
20,167,279900,1,21,6.78,12.0,512.0,8800.0,5.0,10,0,True,False,False
21,166,208990,1,7,6.58,8.0,128.0,8380.0,5.0,10,0,True,False,False
22,161,58000,0,21,6.5,4.0,128.0,5180.0,5.0,10,0,True,False,False
23,165,105500,1,21,6.5,8.0,256.0,4380.0,4.5,10,0,True,False,False
24,172,149990,1,21,6.0,8.0,128.0,8380.0,4.7,1,0,True,False,False
25,158,64990,1,15,6.67,6.0,128.0,4680.0,4.5,10,0,True,False,False
26,165,123134,1,20,6.5,12.0,256.0,4380.0,4.2,1,0,True,False,False
27,168,299990,1,21,6.78,12.0,512.0,8800.0,4.5,10,0,True,False,False
28,171,72990,1,21,5.7,4.0,64.0,8580.0,4.4,1,0,True,False,False
29,175,219990,1,7,6.7,12.0,256.0,15080.0,0.0,0,0,True,False,False
30,164,74990,1,16,6.5,8.0,128.0,4480.0,4.7,10,0,True,False,False
31,165,110692,1,20,6.5,8.0,256.0,4380.0,4.8,10,0,True,False,False
32,177,62100,0,16,6.75,8.0,128.0,6000.0,0.0,0,0,True,False,False
33,178,62100,0,15,6.75,8.0,128.0,6000.0,0.0,0,0,True,False,False
34,160,49990,0,16,6.5,2.0,32.0,5180.0,4.8,1,0,True,False,False
35,176,109990,1,15,5.84,6.0,128.0,4380.0,4.7,10,0,True,False,False
36,161,58000,0,5,6.5,4.0,128.0,5180.0,0.0,0,0,True,False,False
37,158,64990,1,5,6.67,6.0,128.0,4680.0,5.0,10,0,True,False,False
38,168,349000,1,8,6.78,12.0,512.0,8800.0,0.0,0,0,True,False,False
39,162,46990,0,16,6.53,4.0,64.0,4780.0,5.0,10,0,True,False,False
40,178,62100,0,20,6.75,8.0,128.0,6000.0,0.0,0,0,True,False,False
41,163,51900,1,21,6.49,4.0,64.0,4680.0,3.3,10,0,True,False,False
42,25,277772,1,21,6.1,4.0,128.0,3095.0,4.9,266,1,False,True,False
43,75,359946,1,21,6.1,6.0,128.0,3279.0,4.9,161,1,False,True,False
44,130,701596,1,8,6.9,8.0,256.0,4685.0,4.9,15,1,False,True,False
45,122,642372,1,8,6.3,8.0,256.0,3582.0,5.0,20,1,False,True,False
46,130,710073,1,14,6.9,8.0,256.0,4685.0,5.0,12,1,False,True,False
47,101,667687,1,15,6.7,8.0,256.0,4422.0,4.9,212,1,False,True,False
48,130,718813,1,21,6.9,8.0,256.0,4685.0,5.0,10,1,False,True,False
49,122,645822,1,21,6.3,8.0,256.0,3582.0,4.9,11,1,False,True,False
50,107,444745,1,21,6.1,8.0,128.0,3561.0,4.9,11,1,False,True,False
51,25,280982,1,2,6.1,4.0,128.0,3095.0,4.9,170,1,False,True,False
52,122,661642,1,14,6.3,8.0,256.0,3582.0,5.0,9,1,False,True,False
53,75,359302,1,5,6.1,6.0,128.0,3279.0,4.9,65,1,False,True,False
54,25,278149,1,7,6.1,4.0,128.0,3095.0,4.9,100,1,False,True,False
55,10,229804,1,21,6.1,4.0,128.0,3110.0,4.9,342,1,True,False,False
56,86,558530,1,15,6.1,8.0,128.0,3279.0,4.9,85,1,False,True,False
57,92,619330,1,15,6.1,8.0,256.0,3279.0,4.9,120,1,False,True,False
58,133,833599,1,8,6.9,8.0,512.0,4685.0,5.0,5,1,False,True,False
59,101,657922,1,21,6.7,8.0,256.0,4422.0,4.9,122,1,False,True,False
60,25,288150,1,13,6.1,4.0,128.0,3095.0,4.9,125,1,False,True,False
61,118,609367,1,8,6.3,8.0,128.0,3582.0,4.9,4,1,False,True,False
62,130,712795,1,2,6.9,8.0,256.0,4685.0,4.9,5,1,False,True,False
63,75,360020,1,13,6.1,6.0,128.0,3279.0,4.9,50,1,False,True,False
64,25,277027,1,16,6.1,4.0,128.0,3095.0,4.9,161,1,False,True,False
65,118,609887,1,21,6.3,8.0,128.0,3582.0,5.0,3,1,False,True,False
66,101,656125,1,16,6.7,8.0,256.0,4422.0,4.9,112,1,False,True,False
67,53,483011,1,20,6.1,6.0,128.0,3200.0,4.9,57,1,False,True,False
68,107,439085,1,2,6.1,8.0,128.0,3561.0,5.0,5,1,False,True,False
69,118,609819,1,14,6.3,8.0,128.0,3582.0,5.0,4,1,False,True,False
70,40,323282,1,21,6.1,6.0,128.0,3279.0,4.9,147,1,False,True,False
71,122,645978,1,2,6.3,8.0,256.0,3582.0,5.0,5,1,False,True,False
72,133,816248,1,14,6.9,8.0,512.0,4685.0,5.0,3,1,False,True,False
73,10,241498,1,2,6.1,4.0,128.0,3110.0,4.9,171,1,True,False,False
74,127,907186,1,8,6.9,8.0,1024.0,4685.0,4.9,2,1,False,True,False
75,109,505438,1,21,6.1,8.0,256.0,3561.0,4.9,3,1,False,True,False
76,107,439541,1,7,6.1,8.0,128.0,3561.0,4.9,3,1,False,True,False
77,86,540607,1,16,6.1,8.0,128.0,3279.0,4.9,44,1,False,True,False
78,78,529000,1,21,6.1,6.0,256.0,3279.0,4.9,33,1,False,True,False
79,101,668548,1,2,6.7,8.0,256.0,4422.0,4.9,57,1,False,True,False
80,127,911822,1,21,6.9,8.0,1024.0,4685.0,5.0,1,1,False,True,False
81,133,834321,1,21,6.9,8.0,512.0,4685.0,4.8,3,1,False,True,False
82,107,435767,1,20,6.1,8.0,128.0,3561.0,5.0,4,1,False,True,False
83,107,454885,1,13,6.1,8.0,128.0,3561.0,4.9,5,1,False,True,False
84,86,536440,1,21,6.1,8.0,128.0,3279.0,4.9,52,1,False,True,False
85,127,900020,1,14,6.9,8.0,1024.0,4685.0,4.9,1,1,False,True,False
86,12,189949,1,21,6.1,4.0,64.0,3110.0,4.9,140,1,True,False,False
87,118,608675,1,2,6.3,8.0,128.0,3582.0,5.0,2,1,False,True,False
88,40,321175,1,0,6.1,6.0,128.0,3279.0,4.9,81,1,False,True,False
89,124,761980,1,8,6.3,8.0,512.0,3582.0,5.0,3,1,False,True,False
90,92,649701,1,21,6.1,8.0,256.0,3279.0,4.9,57,1,False,True,False
91,124,778898,1,21,6.3,8.0,512.0,3582.0,5.0,1,1,False,True,False
92,75,359395,1,7,6.1,6.0,128.0,3279.0,4.9,23,1,False,True,False
93,133,828259,1,2,6.9,8.0,512.0,4685.0,4.9,1,1,False,True,False
94,92,649248,1,16,6.1,8.0,256.0,3279.0,4.9,61,1,False,True,False
95,27,346294,1,2,6.1,4.0,256.0,3095.0,4.9,25,1,False,True,False
96,40,322237,1,5,6.1,6.0,128.0,3279.0,4.9,93,1,False,True,False
97,13,262399,1,21,6.1,4.0,128.0,2775.0,4.8,115,1,False,True,False
98,127,892413,1,2,6.9,8.0,1024.0,4685.0,4.9,1,1,False,True,False
99,109,506877,1,2,6.1,8.0,256.0,3561.0,4.9,2,1,False,True,False
100,104,725840,1,15,6.7,8.0,512.0,4422.0,4.9,31,1,False,True,False
101,12,197125,1,2,6.1,4.0,64.0,3110.0,4.9,68,1,True,False,False
102,124,752722,1,14,6.3,8.0,512.0,3582.0,5.0,1,1,False,True,False
103,27,359977,1,21,6.1,4.0,256.0,3095.0,4.9,42,1,False,True,False
104,78,535000,1,5,6.1,6.0,256.0,3279.0,4.9,20,1,False,True,False
105,109,511982,1,20,6.1,8.0,256.0,3561.0,5.0,2,1,False,True,False
106,92,643089,1,2,6.1,8.0,256.0,3279.0,4.9,40,1,False,True,False
107,59,659136,1,20,6.1,6.0,512.0,3200.0,4.9,18,1,False,True,False
108,86,548408,1,2,6.1,8.0,128.0,3279.0,4.9,26,1,False,True,False
109,104,734697,1,21,6.7,8.0,512.0,4422.0,5.0,24,1,False,True,False
110,98,830189,1,21,6.7,8.0,1024.0,4422.0,4.9,11,1,False,True,False
111,124,747953,1,2,6.3,8.0,512.0,3582.0,4.9,1,1,False,True,False
112,40,328789,1,17,6.1,6.0,128.0,3279.0,4.9,75,1,False,True,False
113,123,696063,1,21,6.3,8.0,256.0,3582.0,5.0,10,1,False,True,False
114,53,499500,1,21,6.1,6.0,128.0,3200.0,4.9,25,1,False,True,False
115,53,507043,1,8,6.1,6.0,128.0,3200.0,4.9,24,1,False,True,False
116,109,539756,1,13,6.1,8.0,256.0,3561.0,5.0,1,1,False,True,False
117,78,535000,1,13,6.1,6.0,256.0,3279.0,4.9,14,1,False,True,False
118,120,829992,1,8,6.3,8.0,1024.0,3582.0,4.9,1,1,False,True,False
119,74,384999,1,21,6.1,6.0,128.0,3279.0,4.9,29,1,False,True,False
120,9,600000,1,21,6.1,4.0,128.0,3110.0,4.8,168,1,True,False,False
121,109,508783,1,7,6.1,8.0,256.0,3561.0,4.8,1,1,False,True,False
122,103,693766,1,16,6.7,8.0,256.0,4422.0,4.9,3,1,False,True,False
123,120,829717,1,21,6.3,8.0,1024.0,3582.0,4.6,1,1,False,True,False
124,27,362406,1,16,6.1,4.0,256.0,3095.0,4.9,32,1,False,True,False
125,47,375501,1,21,6.7,6.0,128.0,4325.0,4.9,17,1,False,True,False
126,103,687827,1,21,6.7,8.0,256.0,4422.0,4.9,3,1,False,True,False
127,103,670000,1,15,6.7,8.0,256.0,4422.0,4.8,8,1,False,True,False
128,104,721749,1,16,6.7,8.0,512.0,4422.0,4.9,21,1,False,True,False
129,13,269303,1,2,6.1,4.0,128.0,2775.0,4.9,55,1,False,True,False
130,27,358003,1,13,6.1,4.0,256.0,3095.0,4.9,25,1,False,True,False
131,27,357009,1,7,6.1,4.0,256.0,3095.0,4.9,15,1,False,True,False
132,104,733855,1,2,6.7,8.0,512.0,4422.0,4.9,11,1,False,True,False
133,98,837490,1,15,6.7,8.0,1024.0,4422.0,4.9,14,1,False,True,False
134,120,826519,1,2,6.3,8.0,1024.0,3582.0,5.0,10,1,False,True,False
135,43,431732,1,21,6.1,6.0,256.0,3279.0,4.9,24,1,False,True,False
136,120,826363,1,14,6.3,8.0,1024.0,3582.0,4.9,10,1,False,True,False
137,98,831963,1,16,6.7,8.0,1024.0,4422.0,5.0,8,1,False,True,False
138,81,431328,1,21,6.7,6.0,128.0,3279.0,5.0,5,1,False,True,False
139,62,677393,1,21,6.7,6.0,128.0,4300.0,4.9,27,1,False,True,False
140,57,643980,1,21,6.1,6.0,256.0,3200.0,4.9,32,1,False,True,False
141,78,524998,1,7,6.1,6.0,256.0,3279.0,4.9,9,1,False,True,False
142,76,379000,1,13,6.1,6.0,128.0,3279.0,5.0,8,1,False,True,False
143,59,539410,1,8,6.1,6.0,512.0,3200.0,4.8,5,1,False,True,False
144,13,264057,1,20,6.1,4.0,128.0,2815.0,4.9,25,1,False,True,False
145,95,726565,1,2,6.1,8.0,512.0,3279.0,4.9,5,1,False,True,False
146,132,722073,1,8,6.9,8.0,256.0,4685.0,4.7,10,1,False,True,False
147,17,228985,1,21,6.1,4.0,64.0,2775.0,4.8,29,1,False,True,False
148,57,749990,1,20,6.1,6.0,256.0,3200.0,4.9,90,1,False,True,False
149,25,299705,1,10,6.1,4.0,128.0,3095.0,4.9,11,1,False,True,False
150,26,297990,1,21,6.1,4.0,128.0,3095.0,4.9,2,1,False,True,False
151,76,408999,1,16,6.1,6.0,128.0,3279.0,4.9,12,1,False,True,False
152,123,659383,1,8,6.3,8.0,256.0,3582.0,4.9,10,1,False,True,False
153,26,308999,1,2,6.1,4.0,128.0,3095.0,4.8,2,1,False,True,False
154,43,426493,1,17,6.1,6.0,256.0,3279.0,4.9,16,1,False,True,False
155,132,724000,1,21,6.9,8.0,256.0,4685.0,5.0,10,1,False,True,False
156,95,741180,1,15,6.1,8.0,512.0,3279.0,4.9,11,1,False,True,False
157,95,739485,1,21,6.1,8.0,512.0,3279.0,4.9,5,1,False,True,False
158,59,594980,1,21,6.1,6.0,512.0,3200.0,4.9,7,1,False,True,False
159,98,839890,1,2,6.7,8.0,1024.0,4422.0,4.9,5,1,False,True,False
160,68,748990,1,20,6.7,6.0,256.0,4300.0,4.9,132,1,False,True,False
161,102,706500,1,15,6.7,8.0,256.0,4422.0,4.9,9,1,False,True,False
162,68,758814,1,21,6.7,6.0,256.0,4300.0,4.9,60,1,False,True,False
163,55,789000,1,20,6.1,6.0,1024.0,3200.0,5.0,10,1,False,True,False
164,26,296500,1,7,6.1,4.0,128.0,3095.0,4.9,1,1,False,True,False
165,62,654584,1,20,6.7,6.0,128.0,4300.0,4.9,54,1,False,True,False
166,54,493394,1,20,6.1,6.0,128.0,3125.0,4.9,2,1,False,True,False
167,103,698308,1,2,6.7,8.0,256.0,4422.0,4.9,3,1,False,True,False
168,112,528038,1,21,6.7,8.0,128.0,4674.0,5.0,10,1,False,True,False
169,9,269990,1,2,6.1,4.0,128.0,3110.0,4.9,94,1,True,False,False
170,95,722390,1,16,6.1,8.0,512.0,3279.0,4.8,5,1,False,True,False
171,102,699068,1,21,6.7,8.0,256.0,4422.0,4.9,7,1,False,True,False
172,43,430069,1,0,6.1,6.0,256.0,3279.0,4.9,17,1,False,True,False
173,123,679700,1,14,6.3,8.0,256.0,3582.0,5.0,10,1,False,True,False
174,114,584890,1,21,6.7,8.0,256.0,4006.0,4.9,10,1,False,True,False
175,71,775655,1,20,6.7,6.0,512.0,4300.0,4.9,19,1,False,True,False
176,59,844000,1,14,6.1,6.0,512.0,3200.0,5.0,2,1,False,True,False
177,81,438745,1,5,6.7,6.0,128.0,3279.0,5.0,3,1,False,True,False
178,82,514900,1,21,6.7,6.0,256.0,3279.0,5.0,2,1,False,True,False
179,76,381999,1,7,6.1,6.0,128.0,3279.0,5.0,4,1,False,True,False
180,43,450415,1,5,6.1,6.0,256.0,3279.0,4.9,19,1,False,True,False
181,112,518699,1,16,6.7,8.0,128.0,4674.0,5.0,10,1,False,True,False
182,35,569739,1,5,6.7,6.0,256.0,4352.0,4.9,39,1,False,True,False
183,55,687279,1,8,6.1,6.0,1024.0,3200.0,4.9,3,1,False,True,False
184,87,588240,1,21,6.1,8.0,128.0,3279.0,4.8,3,1,False,True,False
185,17,267590,1,2,6.1,4.0,64.0,2775.0,4.9,11,1,False,True,False
186,35,569318,1,15,6.7,6.0,256.0,4352.0,4.9,21,1,False,True,False
187,68,709773,1,14,6.7,6.0,256.0,4300.0,4.9,18,1,False,True,False
188,126,1185383,1,21,6.9,8.0,1024.0,4685.0,0.0,0,1,False,True,False
189,17,227658,1,20,6.1,4.0,64.0,2815.0,4.9,5,1,False,True,False
190,71,685654,1,21,6.7,6.0,512.0,4300.0,4.9,9,1,False,True,False
191,37,399950,1,21,5.4,4.0,128.0,2406.0,4.9,11,1,False,True,False
192,135,860988,1,8,6.9,8.0,512.0,4676.0,5.0,10,1,False,True,False
193,43,429785,1,10,6.1,6.0,256.0,3279.0,4.9,2,1,False,True,False
194,33,580000,1,15,6.7,6.0,128.0,4352.0,4.9,21,1,False,True,False
195,111,754633,1,21,6.1,8.0,512.0,3561.0,5.0,10,1,False,True,False
196,77,398000,1,21,6.1,6.0,128.0,3279.0,5.0,10,1,False,True,False
197,79,539000,1,21,6.7,6.0,256.0,3279.0,4.8,3,1,False,True,False
198,87,562754,1,15,6.1,8.0,128.0,3279.0,4.8,7,1,False,True,False
199,28,407985,1,10,6.1,4.0,512.0,3095.0,5.0,1,1,False,True,False
200,114,655532,1,13,6.7,8.0,256.0,4674.0,5.0,10,1,False,True,False
201,131,779987,1,8,6.9,8.0,256.0,4685.0,5.0,10,1,False,True,False
202,60,574384,1,20,6.1,6.0,512.0,3125.0,5.0,1,1,False,True,False
203,121,917999,1,8,6.3,8.0,1024.0,3582.0,0.0,0,1,False,True,False
204,17,227985,1,7,6.1,4.0,64.0,2775.0,4.9,5,1,False,True,False
205,62,661616,1,8,6.7,6.0,128.0,4300.0,4.9,16,1,False,True,False
206,47,434859,1,5,6.7,6.0,128.0,4325.0,4.9,8,1,False,True,False
207,119,639450,1,21,6.3,8.0,128.0,3582.0,5.0,10,1,False,True,False
208,41,350000,1,21,6.1,6.0,128.0,3279.0,4.8,3,1,False,True,False
209,26,297500,1,16,6.1,4.0,128.0,3095.0,4.9,1,1,False,True,False
210,41,350000,1,21,6.1,6.0,128.0,3279.0,4.8,3,1,False,True,False
211,102,749140,1,2,6.7,8.0,256.0,4422.0,5.0,3,1,False,True,False
212,108,497926,1,21,6.1,8.0,128.0,3561.0,5.0,10,1,False,True,False
213,57,790000,1,8,6.1,6.0,256.0,3200.0,4.9,20,1,False,True,False
214,89,821796,1,16,6.1,8.0,1024.0,3279.0,4.9,3,1,False,True,False
215,82,550000,1,5,6.7,6.0,256.0,3279.0,5.0,2,1,False,True,False
216,102,719500,1,16,6.7,8.0,256.0,4422.0,4.9,6,1,False,True,False
217,36,650000,1,15,6.7,6.0,512.0,4352.0,4.9,3,1,False,True,False
218,112,527636,1,2,6.7,8.0,128.0,4674.0,5.0,10,1,False,True,False
219,13,290000,1,16,6.1,4.0,128.0,2775.0,4.9,70,1,False,True,False
220,62,617815,1,14,6.7,6.0,128.0,4300.0,4.9,9,1,False,True,False
221,11,214900,1,2,6.1,4.0,64.0,3110.0,4.9,47,1,True,False,False
222,28,428583,1,2,6.1,4.0,512.0,3095.0,4.8,2,1,False,True,False
223,36,630000,1,5,6.7,6.0,512.0,4352.0,4.9,6,1,False,True,False
224,28,419990,1,21,6.1,4.0,512.0,3095.0,5.0,4,1,False,True,False
225,132,730404,1,14,6.9,8.0,256.0,4685.0,5.0,10,1,False,True,False
226,123,676820,1,2,6.3,8.0,256.0,3582.0,5.0,10,1,False,True,False
227,114,589544,1,16,6.7,8.0,256.0,4674.0,5.0,10,1,False,True,False
228,28,414767,1,16,6.1,4.0,512.0,3095.0,4.8,5,1,False,True,False
229,106,727802,1,21,6.7,8.0,512.0,4422.0,4.9,10,1,False,True,False
230,142,203806,1,21,4.7,4.0,64.0,1821.0,4.8,7,1,True,False,False
231,112,549673,1,13,6.7,8.0,128.0,4674.0,5.0,10,1,False,True,False
232,41,349000,1,0,6.1,6.0,128.0,3279.0,4.9,2,1,False,True,False
233,88,560000,1,15,6.1,8.0,128.0,3279.0,5.0,10,1,False,True,False
234,129,1113744,1,2,6.9,8.0,1024.0,4685.0,5.0,10,1,False,True,False
235,36,630000,1,14,6.7,6.0,512.0,4352.0,4.9,2,1,False,True,False
236,21,484395,1,14,6.7,6.0,512.0,3687.0,4.9,3,1,False,True,False
237,93,649960,1,15,6.1,8.0,256.0,3279.0,4.9,7,1,False,True,False
238,75,399999,1,6,6.1,6.0,128.0,3279.0,4.9,2,1,False,True,False
239,89,767595,1,15,6.1,8.0,1024.0,3279.0,4.9,3,1,False,True,False
240,55,686470,1,21,6.1,6.0,1024.0,3200.0,4.8,3,1,False,True,False
241,29,599493,1,5,6.1,6.0,128.0,3095.0,4.9,55,1,False,True,False
242,131,829000,1,21,6.9,8.0,256.0,4685.0,5.0,10,1,False,True,False
243,135,893861,1,21,6.9,8.0,512.0,4685.0,5.0,10,1,False,True,False
244,94,710000,1,21,6.1,8.0,256.0,3279.0,4.9,10,1,False,True,False
245,125,799856,1,21,6.3,8.0,512.0,3582.0,5.0,10,1,False,True,False
246,71,717214,1,8,6.7,6.0,512.0,4300.0,5.0,6,1,False,True,False
247,114,586976,1,2,6.7,8.0,256.0,4674.0,5.0,10,1,False,True,False
248,129,1023023,1,8,6.9,8.0,1024.0,4685.0,5.0,10,1,False,True,False
249,88,550000,1,21,6.1,8.0,128.0,3279.0,4.8,1,1,False,True,False
250,79,529500,1,16,6.1,6.0,256.0,3279.0,4.9,1,1,False,True,False
251,39,433848,1,7,5.4,4.0,512.0,2406.0,4.7,1,1,False,True,False
252,33,549997,1,5,6.7,6.0,128.0,4352.0,4.9,30,1,False,True,False
253,45,507444,1,0,6.1,6.0,512.0,3279.0,4.7,10,1,False,True,False
254,88,628999,1,16,6.1,8.0,128.0,3279.0,4.6,10,1,False,True,False
255,82,515999,1,13,6.7,6.0,256.0,3279.0,5.0,2,1,False,True,False
256,129,1047809,1,21,6.9,8.0,1024.0,4685.0,3.7,10,1,False,True,False
257,40,378214,1,10,6.1,6.0,128.0,3279.0,5.0,4,1,False,True,False
258,11,206871,1,21,6.1,4.0,64.0,3110.0,4.9,131,1,True,False,False
259,81,440222,1,13,6.7,6.0,128.0,3279.0,4.9,1,1,False,True,False
260,132,736628,1,2,6.9,8.0,256.0,4685.0,5.0,10,1,False,True,False
261,111,799699,1,13,6.1,8.0,512.0,3561.0,5.0,10,1,False,True,False
262,42,360000,1,21,6.1,6.0,128.0,3279.0,4.0,10,1,False,True,False
263,142,219337,1,2,4.7,4.0,64.0,1821.0,4.6,2,1,True,False,False
264,27,381896,1,10,6.1,4.0,256.0,3095.0,4.9,5,1,False,True,False
265,87,579000,1,2,6.1,8.0,128.0,3279.0,5.0,4,1,False,True,False
266,13,296986,1,7,6.1,4.0,128.0,2775.0,4.8,19,1,False,True,False
267,106,750456,1,16,6.7,8.0,512.0,4422.0,4.7,10,1,False,True,False
268,81,434383,1,7,6.7,6.0,128.0,3279.0,5.0,10,1,False,True,False
269,19,549990,1,8,6.7,6.0,128.0,3687.0,4.9,39,1,False,True,False
270,45,494985,1,17,6.1,6.0,512.0,3279.0,4.9,1,1,False,True,False
271,33,599457,1,7,6.7,6.0,128.0,4352.0,4.9,15,1,False,True,False
272,71,899990,1,14,6.7,6.0,512.0,4300.0,4.8,4,1,False,True,False
273,65,779990,1,8,6.7,6.0,1024.0,4300.0,4.9,3,1,False,True,False
274,87,579000,1,2,6.1,8.0,128.0,3279.0,5.0,4,1,False,True,False
275,94,708995,1,15,6.1,8.0,256.0,3279.0,4.8,1,1,False,True,False
276,112,528479,1,7,6.7,8.0,128.0,4674.0,5.0,10,1,False,True,False
277,116,789975,1,21,6.7,8.0,512.0,4674.0,0.0,0,1,False,True,False
278,51,498990,1,21,6.7,6.0,512.0,4325.0,4.9,1,1,False,True,False
279,121,941937,1,21,6.3,8.0,1024.0,3582.0,5.0,10,1,False,True,False
280,129,999976,1,14,6.9,8.0,1024.0,4685.0,0.0,0,1,False,True,False
281,49,564990,1,21,6.7,6.0,256.0,4325.0,4.8,3,1,False,True,False
282,54,520005,1,21,6.1,6.0,128.0,3125.0,4.8,1,1,False,True,False
283,47,419080,1,0,6.7,6.0,128.0,4325.0,5.0,8,1,False,True,False
284,38,376807,1,10,5.4,4.0,256.0,2406.0,4.9,1,1,False,True,False
285,141,339992,1,21,4.7,4.0,128.0,2018.0,5.0,4,1,True,False,False
286,99,1099996,1,15,6.7,8.0,1024.0,4422.0,4.9,2,1,False,True,False
287,55,693589,1,14,6.1,6.0,1024.0,3200.0,5.0,1,1,False,True,False
288,79,505000,1,13,6.1,6.0,256.0,3279.0,5.0,1,1,False,True,False
289,121,940941,1,14,6.3,8.0,1024.0,3582.0,5.0,10,1,False,True,False
290,15,314999,1,21,6.1,4.0,256.0,2775.0,4.9,4,1,False,True,False
291,39,416840,1,2,5.4,4.0,512.0,2406.0,5.0,1,1,False,True,False
292,111,794684,1,2,6.1,8.0,512.0,3561.0,0.0,0,1,False,True,False
293,68,799990,1,8,6.7,6.0,256.0,4300.0,4.9,32,1,False,True,False
294,34,680000,1,14,6.7,6.0,1024.0,4352.0,5.0,2,1,False,True,False
295,77,398890,1,5,6.1,6.0,128.0,3279.0,5.0,10,1,False,True,False
296,119,617714,1,8,6.3,8.0,128.0,3582.0,0.0,0,1,False,True,False
297,17,247408,1,16,6.1,4.0,64.0,2775.0,4.9,23,1,False,True,False
298,40,359956,1,6,6.1,6.0,128.0,3279.0,5.0,4,1,False,True,False
299,42,360000,1,0,6.1,6.0,128.0,3279.0,0.0,0,1,False,True,False
300,93,719995,1,21,6.1,8.0,256.0,3279.0,4.9,4,1,False,True,False
301,89,819198,1,21,6.1,8.0,1024.0,3279.0,4.9,1,1,False,True,False
302,65,788323,1,21,6.7,6.0,1024.0,4300.0,4.9,5,1,False,True,False
303,45,513990,1,21,6.1,6.0,512.0,3279.0,4.9,10,1,False,True,False
304,57,730000,1,14,6.1,6.0,256.0,3200.0,4.9,22,1,False,True,False
305,100,841988,1,2,6.7,8.0,1024.0,4422.0,5.0,10,1,False,True,False
306,108,493362,1,2,6.1,8.0,128.0,3561.0,0.0,0,1,False,True,False
307,106,747200,1,15,6.7,8.0,512.0,4422.0,4.9,10,1,False,True,False
308,39,449802,1,21,5.4,4.0,512.0,2406.0,4.6,1,1,False,True,False
309,28,417865,1,7,6.1,4.0,512.0,3095.0,4.8,10,1,False,True,False
310,100,831686,1,21,6.7,8.0,1024.0,4422.0,5.0,10,1,False,True,False
311,31,669999,1,7,6.1,6.0,256.0,3095.0,4.9,19,1,False,True,False
312,36,660000,1,7,6.7,6.0,512.0,4352.0,4.9,3,1,False,True,False
313,47,428500,1,17,6.7,6.0,128.0,4325.0,4.9,7,1,False,True,False
314,53,650000,1,14,6.1,6.0,128.0,3200.0,4.9,18,1,False,True,False
315,41,354000,1,5,6.1,6.0,128.0,3279.0,5.0,1,1,False,True,False
316,100,833092,1,15,6.7,8.0,1024.0,4422.0,4.9,10,1,False,True,False
317,39,439677,1,16,5.4,4.0,512.0,2406.0,4.9,10,1,False,True,False
318,111,799095,1,20,6.1,8.0,512.0,3561.0,5.0,10,1,False,True,False
319,135,883549,1,14,6.9,8.0,512.0,4685.0,5.0,10,1,False,True,False
320,78,569990,1,6,6.1,6.0,256.0,3279.0,5.0,10,1,False,True,False
321,29,559990,1,15,6.1,6.0,128.0,3095.0,4.9,27,1,False,True,False
322,42,378000,1,5,6.1,6.0,128.0,3279.0,5.0,10,1,False,True,False
323,77,390000,1,13,6.1,6.0,128.0,3279.0,5.0,10,1,False,True,False
324,121,942944,1,2,6.3,8.0,1024.0,3582.0,0.0,0,1,False,True,False
325,80,643491,1,21,6.1,6.0,512.0,3279.0,5.0,1,1,False,True,False
326,69,753554,1,21,6.7,6.0,256.0,3095.0,4.9,1,1,False,True,False
327,119,626903,1,14,6.3,8.0,128.0,3582.0,0.0,0,1,False,True,False
328,108,493194,1,20,6.1,8.0,128.0,3561.0,5.0,10,1,False,True,False
329,116,822227,1,7,6.7,8.0,512.0,4674.0,5.0,10,1,False,True,False
